,Unnamed: 0_x,Unnamed: 0_x,Unnamed: 0_x_x,geometry,index_right_x_x,Unnamed: 0.1_x_x,stationId_x_x,x_x_x,y_x_x,minTempJanuary,minTempFebruary,minTempMarch,minTempApril,minTempMay,minTempJune,minTempJuly,minTempAugust,minTempSeptember,minTempOctober,minTempNovember,minTempDecember,Unnamed: 0_y_x,index_right_y_x,Unnamed: 0.1_y_x,stationId_y_x,x_y_x,y_y_x,maxTempJanuary,maxTempFebruary,maxTempMarch,maxTempApril,maxTempMay,maxTempJune,maxTempJuly,maxTempAugust,maxTempSeptember,maxTempOctober,maxTempNovember,maxTempDecember,Unnamed: 0_y,Unnamed: 0_x_y,index_right_x_y,Unnamed: 0.1_x_y,stationId_x_y,x_x_y,y_x_y,rainJanuary,rainFebruary,rainMarch,rainApril,rainMay,rainJune,rainJuly,rainAugust,rainSeptember,rainOctober,rainNovember,rainDecember,Unnamed: 0_y_y,index_right_y_y,Unnamed: 0.1_y_y,stationId_y_y,x_y_y,y_y_y,sunJanuary,sunFebruary,sunMarch,sunApril,sunMay,sunJune,sunJuly,sunAugust,sunSeptember,sunOctober,sunNovember,sunDecember,Unnamed: 0_y,index_right,Unnamed: 0.1,stationId,x,y,windJanuary,windFebruary,windMarch,windJuly,windAugust,windSeptember,windOctober,windNovember,windDecember
10,10,10,41,"POLYGON ((928433.4348778214 7456684.861747535, 928433.4348778214 7466684.861747535, 918433.4348778214 7466684.861747535, 918433.4348778214 7456684.861747535, 928433.4348778214 7456684.861747535))",14,14,6081,8.0828,55.5575,-5.9,-6.9,-4.65,-1.4,3.4,9.3,8.5,9.2,4.5,6.4,-1.8,-3.5,41,35,35,6081,8.0828,55.5575,8.05,5.85,9.55,12.8,21.8,21.5,22.5,24.2,19.3,16.4,13.3,9.3,152,41,42,42,6088,8.4,55.4484,3.0,,,,,,,,,,,,41,25,25,6096,8.5599,55.1904,58.6,84.15,121.575,197.8333333333333,228.86666666666667,221.80000000000004,210.13333333333333,215.0333333333333,167.96666666666667,86.46666666666665,68.0,46.333333333333336,41,26,26,6088,8.4,55.4484,90.6,26.5,39.9,66.7,115.2,171.9,124.3,103.4,70.5
11,11,11,42,"POLYGON ((928433.4348778214 7466684.861747535, 928433.4348778214 7476684.861747535, 918433.4348778214 7476684.861747535, 918433.4348778214 7466684.861747535, 928433.4348778214 7466684.861747535))",14,14,6081,8.0828,55.5575,-5.9,-6.9,-4.65,-1.4,3.4,9.3,8.5,9.2,4.5,6.4,-1.8,-3.5,42,35,35,6081,8.0828,55.5575,8.05,5.85,9.55,12.8,21.8,21.5,22.5,24.2,19.3,16.4,13.3,9.3,153,42,42,42,6088,8.4,55.4484,3.0,,,,,,,,,,,,42,25,25,6096,8.5599,55.1904,58.6,84.15,121.575,197.8333333333333,228.86666666666667,221.80000000000004,210.13333333333333,215.0333333333333,167.96666666666667,86.46666666666665,68.0,46.333333333333336,42,26,26,6088,8.4,55.4484,90.6,26.5,39.9,66.7,115.2,171.9,124.3,103.4,70.5
12,12,12,43,"POLYGON ((928433.4348778214 7476684.861747535, 928433.4348778214 7486684.861747535, 918433.4348778214 7486684.861747535, 918433.4348778214 7476684.861747535, 928433.4348778214 7476684.861747535))",14,14,6081,8.0828,55.5575,-5.9,-6.9,-4.65,-1.4,3.4,9.3,8.5,9.2,4.5,6.4,-1.8,-3.5,43,35,35,6081,8.0828,55.5575,8.05,5.85,9.55,12.8,21.8,21.5,22.5,24.2,19.3,16.4,13.3,9.3,10,43,7,7,6081,8.0828,55.5575,7.05,7.25,6.15,7.4,5.9,7.2,6.6,7.1,5.9,9.3,8.0,8.100000000000001,43,22,22,6082,8.6242,55.9591,55.45,70.65,97.675,166.86666666666667,212.5,193.9666666666667,174.4,181.5666666666667,152.1,82.43333333333334,70.63333333333334,42.9,43,31,31,5329,8.3327,55.723,98.9,25.1,34.4,58.7,76.3,175.6,127.7,103.0,92.4
13,13,13,44,"POLYGON ((928433.4348778214 7486684.861747535, 928433.4348778214 7496684.861747535, 918433.4348778214 7496684.861747535, 918433.4348778214 7486684.861747535, 928433.4348778214 7486684.861747535))",14,14,6081,8.0828,55.5575,-5.9,-6.9,-4.65,-1.4,3.4,9.3,8.5,9.2,4.5,6.4,-1.8,-3.5,44,35,35,6081,8.0828,55.5575,8.05,5.85,9.55,12.8,21.8,21.5,22.5,24.2,19.3,16.4,13.3,9.3,11,44,7,7,6081,8.0828,55.5575,7.05,7.25,6.15,7.4,5.9,7.2,6.6,7.1,5.9,9.3,8.0,8.100000000000001,44,22,22,6082,8.6242,55.9591,55.45,70.65,97.675,166.86666666666667,212.5,193.9666666666667,174.4,181.5666666666667,152.1,82.43333333333334,70.63333333333334,42.9,44,31,31,5329,8.3327,55.723,98.9,25.1,34.4,58.7,76.3,175.6,127.7,103.0,92.4
14,14,14,45,"POLYGON ((928433.4348778214 7496684.861747535, 928433.4348778214 7506684.861747535, 918433.4348778214 7506684.861747535, 918433.4348778214 7496684.861747535, 928433.4348778214 7496684.861747535))",14,14,6081,8.0828,55.5575,-5.9,-6.9,-4.65,-1.4,3.4,9.3,8.5,9.2,4.5,6.4,-1.8,-3.5,45,35,35,6081,8.0828,55.5575,8.05,5.85,9.55,12.8,21.8,21.5,22.5,24.2,19.3,16.4,13.3,9.3,12,45,7,7,6081,8.0828,55.5575,7.05,7.25,6.15,7.4,5.9,7.2,6.6,7.1,5.9,9.3,8.0,8.100000000000001,45,22,22,6082,8.6242,55.9591,55.45,70.65,97.675,166.86666666666667,212.5,193.9666666666667,174.4,181.5666666666667,152.1,82.43333333333334,70.63333333333334,42.9,45,31,31,5329,8.3327,55.723,98.9,25.1,34.4,58.7,76.3,175.6,127.7,103.0,92.4
15,15,15,46,"POLYGON ((928433.4348778214 7506684.861747535, 928433.4348778214 7516684.861747535, 918433.4348778214 7516684.861747535, 918433.4348778214 7506684.861747535, 928433.4348778214 7506684.861747535))",14,14,6081,8.0828,55.5575,-5.9,-6.9,-4.65,-1.4,3.4,9.3,8.5,9.2,4.5,6.4,-1.8,-3.5,46,35,35,6081,8.0828,55.5575,8.05,5.85,9.55,12.8,21.8,21.5,22.5,24.2,19.3,16.4,13.3,9.3,13,46,7,7,6081,8.0828,55.5575,7.05,7.25,6.15,7.4,5.9,7.2,6.6,7.1,5.9,9.3,8.0,8.100000000000001,46,12,12,6058,8.1413,56.0072,54.4,83.2,116.4,190.76666666666665,225.6,211.4,198.3,202.4333333333333,162.5666666666667,85.2,64.13333333333333,44.56666666666666,46,31,31,5329,8.3327,55.723,98.9,25.1,34.4,58.7,76.3,175.6,127.7,103.0,92.4
16,16,16,69,"POLYGON ((938433.4348778214 7446684.861747535, 938433.4348778214 7456684.861747535, 928433.4348778214 7456684.861747535, 928433.4348778214 7446684.861747535, 938433.4348778214 7446684.861747535))",14,14,6081,8.0828,55.5575,-5.9,-6.9,-4.65,-1.4,3.4,9.3,8.5,9.2,4.5,6.4,-1.8,-3.5,69,35,35,6081,8.0828,55.5575,8.05,5.85,9.55,12.8,21.8,21.5,22.5,24.2,19.3,16.4,13.3,9.3,155,69,42,42,6088,8.4,55.4484,3.0,,,,,,,,,,,,69,25,25,6096,8.5599,55.1904,58.6,84.15,121.575,197.8333333333333,228.86666666666667,221.80000000000004,210.13333333333333,215.0333333333333,167.96666666666667,86.46666666666665,68.0,46.333333333333336,69,26,26,6088,8.4,55.4484,90.6,26.5,39.9,66.7,115.2,171.9,124.3,103.4,70.5
17,17,17,70,"POLYGON ((938433.4348778214 7456684.861747535, 938433.4348778214 7466684.861747535, 928433.4348778214 7466684.861747535, 928433.4348778214 7456684.861747535, 938433.4348778214 7456684.861747535))",14,14,6081,8.0828,55.5575,-5.9,-6.9,-4.65,-1.4,3.4,9.3,8.5,9.2,4.5,6.4,-1.8,-3.5,70,35,35,6081,8.0828,55.5575,8.05,5.85,9.55,12.8,21.8,21.5,22.5,24.2,19.3,16.4,13.3,9.3,156,70,42,42,6088,8.4,55.4484,3.0,,,,,,,,,,,,70,25,25,6096,8.5599,55.1904,58.6,84.15,121.575,197.8333333333333,228.86666666666667,221.80000000000004,210.13333333333333,215.0333333333333,167.96666666666667,86.46666666666665,68.0,46.333333333333336,70,26,26,6088,8.4,55.4484,90.6,26.5,39.9,66.7,115.2,171.9,124.3,103.4,70.5
18,18,18,71,"POLYGON ((938433.4348778214 7466684.861747535, 938433.4348778214 7476684.861747535, 928433.4348778214 7476684.861747535, 928433.4348778214 7466684.861747535, 938433.4348778214 7466684.861747535))",14,14,6081,8.0828,55.5575,-5.9,-6.9,-4.65,-1.4,3.4,9.3,8.5,9.2,4.5,6.4,-1.8,-3.5,71,35,35,6081,8.0828,55.5575,8.05,5.85,9.55,12.8,21.8,21.5,22.5,24.2,19.3,16.4,13.3,9.3,157,71,42,42,6088,8.4,55.4484,3.0,,,,,,,,,,,,71,25,25,6096,8.5599,55.1904,58.6,84.15,121.575,197.8333333333333,228.86666666666667,221.80000000000004,210.13333333333333,215.0333333333333,167.96666666666667,86.46666666666665,68.0,46.333333333333336,71,26,26,6088,8.4,55.4484,90.6,26.5,39.9,66.7,115.2,171.9,124.3,103.4,70.5
19,19,19,72,"POLYGON ((938433.4348778214 7476684.861747535, 938433.4348778214 7486684.861747535, 928433.4348778214 7486684.861747535, 928433.4348778214 7476684.861747535, 938433.4348778214 7476684.861747535))",14,14,6081,8.0828,55.5575,-5.9,-6.9,-4.65,-1.4,3.4,9.3,8.5,9.2,4.5,6.4,-1.8,-3.5,72,35,35,6081,8.0828,55.5575,8.05,5.85,9.55,12.8,21.8,21.5,22.5,24.2,19.3,16.4,13.3,9.3,158,72,42,42,6088,8.4,55.4484,3.0,,,,,,,,,,,,72,22,22,6082,8.6242,55.9591,55.45,70.65,97.675,166.86666666666667,212.5,193.9666666666667,174.4,181.5666666666667,152.1,82.43333333333334,70.63333333333334,42.9,72,31,31,5329,8.3327,55.723,98.9,25.1,34.4,58.7,76.3,175.6,127.7,103.0,92.4
20,20,20,73,"POLYGON ((938433.4348778214 7486684.861747535, 938433.4348778214 7496684.861747535, 928433.4348778214 7496684.861747535, 928433.4348778214 7486684.861747535, 938433.4348778214 7486684.861747535))",14,14,6081,8.0828,55.5575,-5.9,-6.9,-4.65,-1.4,3.4,9.3,8.5,9.2,4.5,6.4,-1.8,-3.5,73,35,35,6081,8.0828,55.5575,8.05,5.85,9.55,12.8,21.8,21.5,22.5,24.2,19.3,16.4,13.3,9.3,14,73,7,7,6081,8.0828,55.5575,7.05,7.25,6.15,7.4,5.9,7.2,6.6,7.1,5.9,9.3,8.0,8.100000000000001,73,22,22,6082,8.6242,55.9591,55.45,70.65,97.675,166.86666666666667,212.5,193.9666666666667,174.4,181.5666666666667,152.1,82.43333333333334,70.63333333333334,42.9,73,31,31,5329,8.3327,55.723,98.9,25.1,34.4,58.7,76.3,175.6,127.7,103.0,92.4
21,21,21,74,"POLYGON ((938433.4348778214 7496684.861747535, 938433.4348778214 7506684.861747535, 928433.4348778214 7506684.861747535, 928433.4348778214 7496684.861747535, 938433.4348778214 7496684.861747535))",14,14,6081,8.0828,55.5575,-5.9,-6.9,-4.65,-1.4,3.4,9.3,8.5,9.2,4.5,6.4,-1.8,-3.5,74,35,35,6081,8.0828,55.5575,8.05,5.85,9.55,12.8,21.8,21.5,22.5,24.2,19.3,16.4,13.3,9.3,15,74,7,7,6081,8.0828,55.5575,7.05,7.25,6.15,7.4,5.9,7.2,6.6,7.1,5.9,9.3,8.0,8.100000000000001,74,22,22,6082,8.6242,55.9591,55.45,70.65,97.675,166.86666666666667,212.5,193.9666666666667,174.4,181.5666666666667,152.1,82.43333333333334,70.63333333333334,42.9,74,31,31,5329,8.3327,55.723,98.9,25.1,34.4,58.7,76.3,175.6,127.7,103.0,92.4
22,22,22,105,"POLYGON ((948433.4348778214 7456684.861747535, 948433.4348778214 7466684.861747535, 938433.4348778214 7466684.861747535, 938433.4348778214 7456684.861747535, 948433.4348778214 7456684.861747535))",14,14,6081,8.0828,55.5575,-5.9,-6.9,-4.65,-1.4,3.4,9.3,8.5,9.2,4.5,6.4,-1.8,-3.5,105,35,35,6081,8.0828,55.5575,8.05,5.85,9.55,12.8,21.8,21.5,22.5,24.2,19.3,16.4,13.3,9.3,162,105,42,42,6088,8.4,55.4484,3.0,,,,,,,,,,,,105,25,25,6096,8.5599,55.1904,58.6,84.15,121.575,197.8333333333333,228.86666666666667,221.80000000000004,210.13333333333333,215.0333333333333,167.96666666666667,86.46666666666665,68.0,46.333333333333336,105,26,26,6088,8.4,55.4484,90.6,26.5,39.9,66.7,115.2,171.9,124.3,103.4,70.5
23,23,23,106,"POLYGON ((948433.4348778214 7466684.861747535, 948433.4348778214 7476684.861747535, 938433.4348778214 7476684.861747535, 938433.4348778214 7466684.861747535, 948433.4348778214 7466684.861747535))",14,14,6081,8.0828,55.5575,-5.9,-6.9,-4.65,-1.4,3.4,9.3,8.5,9.2,4.5,6.4,-1.8,-3.5,106,35,35,6081,8.0828,55.5575,8.05,5.85,9.55,12.8,21.8,21.5,22.5,24.2,19.3,16.4,13.3,9.3,163,106,42,42,6088,8.4,55.4484,3.0,,,,,,,,,,,,106,25,25,6096,8.5599,55.1904,58.6,84.15,121.575,197.8333333333333,228.86666666666667,221.80000000000004,210.13333333333333,215.0333333333333,167.96666666666667,86.46666666666665,68.0,46.333333333333336,106,26,26,6088,8.4,55.4484,90.6,26.5,39.9,66.7,115.2,171.9,124.3,103.4,70.5
24,24,24,107,"POLYGON ((948433.4348778214 7476684.861747535, 948433.4348778214 7486684.861747535, 938433.4348778214 7486684.861747535, 938433.4348778214 7476684.861747535, 948433.4348778214 7476684.861747535))",14,14,6081,8.0828,55.5575,-5.9,-6.9,-4.65,-1.4,3.4,9.3,8.5,9.2,4.5,6.4,-1.8,-3.5,107,35,35,6081,8.0828,55.5575,8.05,5.85,9.55,12.8,21.8,21.5,22.5,24.2,19.3,16.4,13.3,9.3,164,107,42,42,6088,8.4,55.4484,3.0,,,,,,,,,,,,107,22,22,6082,8.6242,55.9591,55.45,70.65,97.675,166.86666666666667,212.5,193.9666666666667,174.4,181.5666666666667,152.1,82.43333333333334,70.63333333333334,42.9,107,31,31,5329,8.3327,55.723,98.9,25.1,34.4,58.7,76.3,175.6,127.7,103.0,92.4
25,25,25,108,"POLYGON ((948433.4348778214 7486684.861747535, 948433.4348778214 7496684.861747535, 938433.4348778214 7496684.861747535, 938433.4348778214 7486684.861747535, 948433.4348778214 7486684.861747535))",14,14,6081,8.0828,55.5575,-5.9,-6.9,-4.65,-1.4,3.4,9.3,8.5,9.2,4.5,6.4,-1.8,-3.5,108,35,35,6081,8.0828,55.5575,8.05,5.85,9.55,12.8,21.8,21.5,22.5,24.2,19.3,16.4,13.3,9.3,165,108,42,42,6088,8.4,55.4484,3.0,,,,,,,,,,,,108,22,22,6082,8.6242,55.9591,55.45,70.65,97.675,166.86666666666667,212.5,193.9666666666667,174.4,181.5666666666667,152.1,82.43333333333334,70.63333333333334,42.9,108,31,31,5329,8.3327,55.723,98.9,25.1,34.4,58.7,76.3,175.6,127.7,103.0,92.4
26,26,26,144,"POLYGON ((958433.4348778214 7476684.861747535, 958433.4348778214 7486684.861747535, 948433.4348778214 7486684.861747535, 948433.4348778214 7476684.861747535, 958433.4348778214 7476684.861747535))",14,14,6081,8.0828,55.5575,-5.9,-6.9,-4.65,-1.4,3.4,9.3,8.5,9.2,4.5,6.4,-1.8,-3.5,144,35,35,6081,8.0828,55.5575,8.05,5.85,9.55,12.8,21.8,21.5,22.5,24.2,19.3,16.4,13.3,9.3,169,144,42,42,6088,8.4,55.4484,3.0,,,,,,,,,,,,144,22,22,6082,8.6242,55.9591,55.45,70.65,97.675,166.86666666666667,212.5,193.9666666666667,174.4,181.5666666666667,152.1,82.43333333333334,70.63333333333334,42.9,144,54,54,5320,8.6932,55.7246,100.1,22.5,29.4,76.3,91.9,174.1,119.2,98.4,91.3
27,27,27,145,"POLYGON ((958433.4348778214 7486684.861747535, 958433.4348778214 7496684.861747535, 948433.4348778214 7496684.861747535, 948433.4348778214 7486684.861747535, 958433.4348778214 7486684.861747535))",14,14,6081,8.0828,55.5575,-5.9,-6.9,-4.65,-1.4,3.4,9.3,8.5,9.2,4.5,6.4,-1.8,-3.5,145,35,35,6081,8.0828,55.5575,8.05,5.85,9.55,12.8,21.8,21.5,22.5,24.2,19.3,16.4,13.3,9.3,170,145,42,42,6088,8.4,55.4484,3.0,,,,,,,,,,,,145,22,22,6082,8.6242,55.9591,55.45,70.65,97.675,166.86666666666667,212.5,193.9666666666667,174.4,181.5666666666667,152.1,82.43333333333334,70.63333333333334,42.9,145,54,54,5320,8.6932,55.7246,100.1,22.5,29.4,76.3,91.9,174.1,119.2,98.4,91.3
